id,english,russian,domain,scenario,level,priority,phrase_type,family,source_id,source_title,tags
ophc2_563b4265b41f,monitoring intervals should be individualized for branch retinal vein occlusion,monitoring intervals should be individualized for окклюзия ветви центральной вены сетчатки,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,monitoring intervals should be individualized for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_0fa80ec64324,monitoring intervals should be individualized for nasolacrimal duct obstruction,monitoring intervals should be individualized for nasolacrimal duct obstruction,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,monitoring intervals should be individualized for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_00b035167a12,monitoring intervals should be individualized for ocular cicatricial pemphigoid,monitoring intervals should be individualized for глазной cicatricial pemphigoid,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,monitoring intervals should be individualized for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_083360db7d3b,visual acuity should be measured in neovascular age-related macular degeneration,зрительный acuity should be measured in neovascular age-related макулярный degeneration,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,visual acuity should be measured in,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_078fa2caab2b,monitoring intervals should be individualized for diabetic tractional detachment,monitoring intervals should be individualized for diabetic tractional отслойка,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,monitoring intervals should be individualized for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_9ab4f27f88d1,patients should be counselled regarding endophthalmitis after intraocular surgery,patients should be counselled regarding endophthalmitis after внутриглазной surgery,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,patients should be counselled regarding,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_8b3b920de1a4,dilated fundus examination is recommended for myopic choroidal neovascularization,dilated fundus examination is recommended for myopic хориоидальный neovascularization,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,dilated fundus examination is recommended for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_711e48b6cc8d,referral to a subspecialist is indicated for dry age-related macular degeneration,referral to a subspecialist is indicated for dry age-related макулярный degeneration,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,referral to a subspecialist is indicated for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_06acef263125,monitoring intervals should be individualized for graft-host junction instability,monitoring intervals should be individualized for graft-host junction instability,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,monitoring intervals should be individualized for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_067cd0f83427,should be considered in patients with neovascular age-related macular degeneration,should be considered in patients with neovascular age-related макулярный degeneration,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,should be considered in patients with,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_714114ea7fda,intraocular pressure should be checked in corneal ectasia after refractive surgery,внутриглазной давление should be checked in роговичный ectasia after refractive surgery,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,intraocular pressure should be checked in,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_ebd2387bc6e4,monitoring intervals should be individualized for central retinal artery occlusion,monitoring intervals should be individualized for центральный ретинальный artery occlusion,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,monitoring intervals should be individualized for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_e382c0e05e1a,treatment should be initiated promptly for corneal ectasia after refractive surgery,treatment should be initiated promptly for роговичный ectasia after refractive surgery,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,treatment should be initiated promptly for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_540f29091cf6,referral to a subspecialist is indicated for non-proliferative diabetic retinopathy,referral to a subspecialist is indicated for non-proliferative diabetic retinopathy,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,referral to a subspecialist is indicated for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_386c9c68fb3c,patients should be counselled regarding neovascular age-related macular degeneration,patients should be counselled regarding neovascular age-related макулярный degeneration,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,patients should be counselled regarding,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_1621f8b4cfff,treatment should be initiated promptly for endophthalmitis after intraocular surgery,treatment should be initiated promptly for endophthalmitis after внутриглазной surgery,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,treatment should be initiated promptly for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_5a43bcb3a1fd,dilated fundus examination is recommended for non-proliferative diabetic retinopathy,dilated fundus examination is recommended for non-proliferative diabetic retinopathy,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,dilated fundus examination is recommended for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_69c5eb12da86,referral to a subspecialist is indicated for corneal ectasia after refractive surgery,referral to a subspecialist is indicated for роговичный ectasia after refractive surgery,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,referral to a subspecialist is indicated for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_71d02e5e5cba,referral to a subspecialist is indicated for endophthalmitis after intraocular surgery,referral to a subspecialist is indicated for endophthalmitis after внутриглазной surgery,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,referral to a subspecialist is indicated for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_d04836482a4c,treatment should be initiated promptly for neovascular age-related macular degeneration,treatment should be initiated promptly for neovascular age-related макулярный degeneration,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,treatment should be initiated promptly for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_35d68a7f3ce4,dilated fundus examination is recommended for endophthalmitis after intraocular surgery,dilated fundus examination is recommended for endophthalmitis after внутриглазной surgery,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,dilated fundus examination is recommended for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_356021e179a2,referral to a subspecialist is indicated for neovascular age-related macular degeneration,referral to a subspecialist is indicated for neovascular age-related макулярный degeneration,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,referral to a subspecialist is indicated for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_cbd6dd49f3fa,dilated fundus examination is recommended for neovascular age-related macular degeneration,dilated fundus examination is recommended for neovascular age-related макулярный degeneration,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,dilated fundus examination is recommended for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_41e181e06000,monitoring intervals should be individualized for corneal ectasia after refractive surgery,monitoring intervals should be individualized for роговичный ectasia after refractive surgery,Guidelines & Standards,guidelines,C2,A,guideline sentence frame,monitoring intervals should be individualized for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_7b541ecc9c8a,red flag symptoms include,red flag symptoms include,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_ffd17a8ff52d,is recommended for eyes with,is recommended for eyes with,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_d8f9097a89b8,requires urgent referral for,requires urgent referral for,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_9590760356da,is contraindicated in patients with,is contraindicated in patients with,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_bad01de6cf24,follow-up should be arranged within,follow-up should be arranged within,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_8b37aa6a404b,risk factors should be assessed for,risk factors should be assessed for,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_4d3c1b8d6b2b,visual acuity should be measured in,зрительный acuity should be measured in,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_54d627ddeaa5,should be considered in patients with,should be considered in patients with,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_e3726e004fb7,shared decision-making should include,shared decision-making should include,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_a218687679bb,patients should be counselled regarding,patients should be counselled regarding,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_2c42110ec226,intraocular pressure should be checked in,внутриглазной давление should be checked in,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_2667d3c52a6e,treatment should be initiated promptly for,treatment should be initiated promptly for,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_28e0ee220b4b,referral to a subspecialist is indicated for,referral to a subspecialist is indicated for,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_95db64b20dd1,dilated fundus examination is recommended for,dilated fundus examination is recommended for,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_449c5be22a3b,monitoring intervals should be individualized for,monitoring intervals should be individualized for,Guidelines & Standards,guidelines,C1,A,guideline frame,guideline language,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline
ophc2_23a5617cf498,red flag symptoms include amblyopia,red flag symptoms include амблиопия,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_bc98c8431df3,is recommended for eyes with aphakia,is recommended for eyes with aphakia,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_77644e6b549d,requires urgent referral for aphakia,requires urgent referral for aphakia,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_4cae0100a0c6,red flag symptoms include keratoconus,red flag symptoms include кератоконус,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_587c20f844b6,is recommended for eyes with amblyopia,is recommended for eyes with амблиопия,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_08cb476f4ae0,is recommended for eyes with ectropion,is recommended for eyes with ectropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_08ea06c9acdf,is recommended for eyes with entropion,is recommended for eyes with entropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_ca11a567b936,requires urgent referral for ectropion,requires urgent referral for ectropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_69b2c4d88e00,requires urgent referral for entropion,requires urgent referral for entropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_25b373ca20a3,red flag symptoms include macular hole,red flag symptoms include макулярный разрыв,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_a8b06ccc9d85,red flag symptoms include ocular trauma,red flag symptoms include глазной trauma,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_dc7f6473da80,red flag symptoms include Behçet disease,red flag symptoms include Behçet заболевание,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_c6963735c3c3,red flag symptoms include optic neuritis,red flag symptoms include неврит зрительного нерва,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_c87a191e8ee0,is recommended for eyes with macular hole,is recommended for eyes with макулярный разрыв,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_6ea977bb29d2,requires urgent referral for macular hole,requires urgent referral for макулярный разрыв,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_54996b02c761,red flag symptoms include chemical injury,red flag symptoms include chemical injury,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_6ea310461329,red flag symptoms include dry eye disease,red flag symptoms include синдром сухого глаза,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_6276736acaef,red flag symptoms include endophthalmitis,red flag symptoms include эндофтальмит,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_57008ff03ef3,is recommended for eyes with migraine aura,is recommended for eyes with migraine aura,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_589ecc5f7ecb,requires urgent referral for migraine aura,requires urgent referral for migraine aura,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_7c5337081c4e,requires urgent referral for ocular trauma,requires urgent referral for глазной trauma,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_1d2a14201bab,red flag symptoms include anterior uveitis,red flag symptoms include передний увеит,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_1d752cccb5a4,red flag symptoms include blowout fracture,red flag symptoms include blowout fracture,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_50b6b13e9fe4,is recommended for eyes with Behçet disease,is recommended for eyes with Behçet заболевание,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_07b9093aea1f,is recommended for eyes with optic neuritis,is recommended for eyes with неврит зрительного нерва,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_66650659228e,is contraindicated in patients with aphakia,is contraindicated in patients with aphakia,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is contraindicated in patients with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_81fba5948f4f,requires urgent referral for Behçet disease,requires urgent referral for Behçet заболевание,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_22966ad47897,requires urgent referral for Brown syndrome,requires urgent referral for Brown синдром,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_ae7bfc3377a4,requires urgent referral for optic neuritis,requires urgent referral for неврит зрительного нерва,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_1df32c2d5245,follow-up should be arranged within aphakia,follow-up should be arranged within aphakia,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,follow-up should be arranged within,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_99dd97a2e7a6,risk factors should be assessed for aphakia,risk factors should be assessed for aphakia,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,risk factors should be assessed for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_296746d90451,red flag symptoms include myasthenia gravis,red flag symptoms include myasthenia gravis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_b66646910faf,is recommended for eyes with endophthalmitis,is recommended for eyes with эндофтальмит,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_c6132943de76,requires urgent referral for chemical injury,requires urgent referral for chemical injury,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_2182ac6ccab7,requires urgent referral for dry eye disease,requires urgent referral for синдром сухого глаза,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_50f040dec80d,red flag symptoms include orbital cellulitis,red flag symptoms include орбитальный целлюлит,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_fd399588d4a5,should be considered in patients with aphakia,should be considered in patients with aphakia,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,should be considered in patients with,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_a037c1025c51,is recommended for eyes with anterior uveitis,is recommended for eyes with передний увеит,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_5d3fabc60c44,is recommended for eyes with blowout fracture,is recommended for eyes with blowout fracture,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_0119ea20ef45,is recommended for eyes with fungal keratitis,is recommended for eyes with fungal keratitis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_f2953ad9b4ab,is contraindicated in patients with amblyopia,is contraindicated in patients with амблиопия,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is contraindicated in patients with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_f498663630d4,is contraindicated in patients with ectropion,is contraindicated in patients with ectropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is contraindicated in patients with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_9b179f0956b5,requires urgent referral for anterior uveitis,requires urgent referral for передний увеит,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_c05ada040653,requires urgent referral for blowout fracture,requires urgent referral for blowout fracture,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_3345c577e192,risk factors should be assessed for amblyopia,risk factors should be assessed for амблиопия,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,risk factors should be assessed for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_023a6f30da77,risk factors should be assessed for ectropion,risk factors should be assessed for ectropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,risk factors should be assessed for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_cceef9b38294,risk factors should be assessed for entropion,risk factors should be assessed for entropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,risk factors should be assessed for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_9c8d89b67780,visual acuity should be measured in ectropion,зрительный acuity should be measured in ectropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,visual acuity should be measured in,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_7b26b488c611,visual acuity should be measured in entropion,зрительный acuity should be measured in entropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,visual acuity should be measured in,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_07ccfe9a4b23,red flag symptoms include acute angle closure,red flag symptoms include острый угол закрытие,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_a95efb79036d,red flag symptoms include bacterial keratitis,red flag symptoms include bacterial keratitis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_18af8bd6a8ff,red flag symptoms include bullous keratopathy,red flag symptoms include bullous keratopathy,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_84d346198c61,red flag symptoms include epiretinal membrane,red flag symptoms include эпиретинальная мембрана,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_3d223c0bc9de,red flag symptoms include ocular hypertension,red flag symptoms include глазной hypertension,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_c7babf7f01f2,follow-up should be arranged within panuveitis,follow-up should be arranged within panuveitis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,follow-up should be arranged within,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_fff7fa762548,red flag symptoms include age-related cataract,red flag symptoms include age-related cataract,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_389708412ac1,red flag symptoms include exposure keratopathy,red flag symptoms include exposure keratopathy,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_fb00858e2e48,red flag symptoms include giant cell arteritis,red flag symptoms include giant cell arteritis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_5e2cceb8f3cc,red flag symptoms include neovascular glaucoma,red flag symptoms include neovascular glaucoma,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_fc36c8c55f3e,should be considered in patients with amblyopia,should be considered in patients with амблиопия,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,should be considered in patients with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_93dc5df6d9a7,should be considered in patients with entropion,should be considered in patients with entropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,should be considered in patients with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_ac072393ccf4,is recommended for eyes with choroidal melanoma,is recommended for eyes with хориоидальный melanoma,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_2221af0844b8,is recommended for eyes with multiple sclerosis,is recommended for eyes with multiple sclerosis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_e9c90f4209fb,is contraindicated in patients with keratoconus,is contraindicated in patients with кератоконус,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is contraindicated in patients with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_399855714175,requires urgent referral for multiple sclerosis,requires urgent referral for multiple sclerosis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_f7b2d2d9a4bc,requires urgent referral for orbital cellulitis,requires urgent referral for орбитальный целлюлит,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_078ddbaa9a32,patients should be counselled regarding aphakia,patients should be counselled regarding aphakia,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,patients should be counselled regarding,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_16b86342073c,visual acuity should be measured in keratoconus,зрительный acuity should be measured in кератоконус,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,visual acuity should be measured in,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_4a71cbc9fdf4,red flag symptoms include corneal graft failure,red flag symptoms include роговичный graft failure,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_e1cc1d382870,should be considered in patients with panuveitis,should be considered in patients with panuveitis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,should be considered in patients with,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_4606785519ac,is recommended for eyes with bacterial keratitis,is recommended for eyes with bacterial keratitis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
